3671,1,full,F2_Adjective_phrase_77,M1_Adjective_phrase_77,M2_Adjective_phrase_77,0,0,123784216,351528536,302651780,10350665,178592942,35303551
3672,2,hot,F1_Adjective_sentence_10,M3_Adjective_sentence_10,0,0,0,229226074,32538011,265967048,88520488,280872665,0
3673,1,hot,F1_Adjective_phrase_8,M3_Adjective_phrase_8,0,0,0,229226074,32538011,265967048,88520488,280872665,0
3674,2,huge,F1_Adjective_sentence_11,M3_Adjective_sentence_11,0,0,0,79587922,61468480,48948737,209171185,0,0
3675,1,huge,F1_Adjective_phrase_11,M3_Adjective_phrase_11,0,0,0,79587922,61468480,48948737,209171185,0,0
3676,2,large,F1_Adjective_sentence_26,M3_Adjective_sentence_26,0,0,0,79587922,61468480,48948737,155377928,209171185,0
3677,1,large,F1_Adjective_phrase_12,M3_Adjective_phrase_12,0,0,0,79587922,61468480,48948737,155377928,209171185,0
3678,2,rotten,M2_Adjective_sentence_67,0,0,0,0,265967048,23027722,298256858,124592107,16325593,309724955
3679,1,rotten,F2_Adjective_phrase_67,M1_Adjective_phrase_67,M2_Adjective_phrase_67,0,0,265967048,23027722,298256858,124592107,16325593,309724955
3680,2,rough,F2_Adjective_sentence_58,M2_Adjective_sentence_58,0,0,0,393808981,785496524,274156799,216613948,146885495,0
3681,1,rough,F2_Adjective_phrase_58,M1_Adjective_phrase_58,M2_Adjective_phrase_58,0,0,393808981,785496524,274156799,216613948,146885495,0
3682,2,small,F1_Adjective_sentence_27,M3_Adjective_sentence_27,0,0,0,61468480,79587922,48948737,262980617,209171185,0
3683,1,small,F1_Adjective_phrase_14,M3_Adjective_phrase_14,0,0,0,61468480,79587922,48948737,262980617,209171185,0
3684,2,thin,M2_Adjective_sentence_60,0,0,0,0,321088235,169831109,310633880,785624512,82894852,82890741
3685,1,thin,F2_Adjective_phrase_60,M1_Adjective_phrase_60,M2_Adjective_phrase_60,0,0,321088235,169831109,310633880,785624512,82894852,82890741
3686,2,tiny,F1_Adjective_sentence_16,M3_Adjective_sentence_16,0,0,0,145014691,41602096,155516288,143759767,115520299,0
3687,1,tiny,F1_Adjective_phrase_25,M3_Adjective_phrase_25,0,0,0,145014691,41602096,155516288,143759767,115520299,0
3688,1,alcohol,M1_Noun_phrase_3syll_18,F1_Noun_phrase_3syll_18,0,0,0,280812776,275925476,185448857,10350665,3568888,183554057
3689,1,alcohol,M1_Noun_phrase_3syll_7,F1_Noun_phrase_3syll_7,0,0,0,280812776,26617003,7065985,328154375,10293484,171499982
3690,1,alcohol,M2_Noun_single_3syll_18,F1_Noun_single_3syll_18,0,0,0,280812776,275925476,185448857,10350665,3568888,183554057
3691,1,alcohol,M2_Noun_single_3syll_7,F1_Noun_single_3syll_7,0,0,0,280812776,26617003,7065985,328154375,10293484,171499982
3692,2,alcohol,M1_Noun_predicative_153,F1_Noun_predicative_153,0,0,0,280812776,3191120,328154375,10293484,160701197,1684878
3693,1,alcohol,M2_Noun_attributive_153,0,0,0,0,280812776,3191120,328154375,10293484,160701197,1684878
3694,2,alcohol,M2_Noun_transitiveend_86,0,0,0,0,30150678,322932869,37726548,164756279,24118450,59734207
3695,2,alcohol,M2_Noun_transitivePP_51,0,0,0,0,30150678,322932869,37726548,164756279,24118450,59734207
3696,1,apple,M1_Noun_phrase_2syll_127,F1_Noun_phrase_2syll_127,0,0,0,124592107,78244051,191500784,181218104,266959928,32087522
3697,1,apple,M2_Noun_single_2syll_127,F1_Noun_single_2syll_127,0,0,0,124592107,78244051,191500784,181218104,266959928,32087522
3698,1,aubergine,M2_Noun_attributive_277,F2_Noun_attributive_277,0,0,0,227191732,19291843,304119680,418148908,277260890,32087522
3699,1,aubergine,F2_Noun_phrase_3syll_76,M2_Noun_phrase_3syll_76,0,0,0,227191732,19291843,304119680,418148908,277260890,32087522
3700,2,aubergine,F2_Noun_predicative_277,M2_Noun_predicative_277,0,0,0,227191732,19291843,304119680,418148908,277260890,32087522
3701,1,aubergine,F2_Noun_single_3syll_76,M2_Noun_single_3syll_76,0,0,0,227191732,19291843,304119680,418148908,277260890,0
3702,1,bagel,M1_Noun_phrase_2syll_92,F1_Noun_phrase_2syll_92,0,0,0,306210500,117007945,265252505,173080265,255437584,172040546
3703,1,bagel,M2_Noun_single_2syll_92,F1_Noun_single_2syll_92,0,0,0,306210500,117007945,265252505,173080265,255437584,172040546
3704,1,berry,M1_Noun_phrase_2syll_98,F1_Noun_phrase_2syll_98,0,0,0,220363513,157824602,244060756,271721936,65681134,114550789
3705,1,berry,M2_Noun_single_2syll_98,F1_Noun_single_2syll_98,0,0,0,220363513,157824602,244060756,271721936,65681134,114550789
3706,1,biscuit,M2_Noun_attributive_235,F2_Noun_attributive_235,0,0,0,318098882,11339844,17659429,268187408,89461159,144198172
3707,1,biscuit,F2_Noun_phrase_2syll_178,M2_Noun_phrase_2syll_178,0,0,0,318098882,11339844,17659429,268187408,89461159,18132728
3708,2,biscuit,F2_Noun_predicative_256,M2_Noun_predicative_256,0,0,0,318098882,11339844,17659429,268187408,89461159,144198172
3709,1,biscuit,F2_Noun_single_2syll_178,M2_Noun_single_2syll_178,0,0,0,318098882,11339844,17659429,268187408,89461159,18132728
