5186,1,heat,F2_Noun_phrase_1syll_293,M2_Noun_phrase_1syll_293,0,0,0,121466269,311505614,296284007,309376532,28666396,231832180
5187,1,heat,F2_Noun_single_1syll_293,M2_Noun_single_1syll_293,0,0,0,121466269,311505614,296284007,309376532,28666396,231832180
5188,1,noise,F2_Noun_phrase_1syll_294,M2_Noun_phrase_1syll_294,0,0,0,50495386,125275682,12660394,30725120,53584129,295951889
5189,1,noise,F2_Noun_single_1syll_294,M2_Noun_single_1syll_294,0,0,0,50495386,125275682,12660394,30725120,53584129,295951889
5190,1,siren,M1_Noun_phrase_2syll_97,F1_Noun_phrase_2syll_97,0,0,0,320949158,343677674,226271230,310751357,113421097,274515590
5191,1,siren,M2_Noun_single_2syll_97,F1_Noun_single_2syll_97,0,0,0,320949158,343677674,226271230,310751357,113421097,274515590
5192,1,sound,F2_Noun_phrase_1syll_302,M2_Noun_phrase_1syll_302,0,0,0,2038753,248864761,294412514,206066563,7531918,176704652
5193,1,sound,F2_Noun_single_1syll_302,M2_Noun_single_1syll_302,0,0,0,2038753,248864761,294412514,206066563,7531918,176704652
5194,2,safety,LI_Noun_sentence_m1_003,F2_Noun_transitiveend_8,0,0,0,45001925,52091113,32511024,33765791,0,0
5195,2,clean,F2_Adjective_sentence_74,M2_Adjective_sentence_73,0,0,0,102143167,265076531,164705660,12660394,244134130,0
5196,1,clean,F2_Adjective_phrase_73,M1_Adjective_phrase_73,M2_Adjective_phrase_73,0,0,102143167,265076531,164705660,12660394,244134130,0
5197,2,dusty,F1_Adjective_sentence_22,M3_Adjective_sentence_22,0,0,0,277040582,20346460,114635122,171401438,219517174,0
5198,2,dusty,F1_Adjective_intransitive_sentence_12,M3_Adjective_intransitive_sentence_12,0,0,0,277040582,20346460,114635122,219517174,171401438,0
5199,1,dusty,F1_Adjective_phrase_23,M3_Adjective_phrase_23,0,0,0,277040582,20346460,114635122,171401438,219517174,0
5200,2,open,F2_Adjective_sentence_75,M2_Adjective_sentence_74,0,0,0,134272517,241897534,250857736,280355990,6616324,302260103
5201,1,open,F2_Adjective_phrase_74,M1_Adjective_phrase_74,M2_Adjective_phrase_74,0,0,134272517,241897534,250857736,280355990,6616324,302260103
5202,1,rusty,F2_Adjective_phrase_75,M1_Adjective_phrase_75,M2_Adjective_phrase_75,0,0,20346460,277040582,114635122,97107689,219517174,308580296
5203,2,simple,F2_Adjective_sentence_76,M2_Adjective_sentence_75,0,0,0,156439730,306940286,245250,296955608,46714759,0
5204,1,simple,F2_Adjective_phrase_85,M1_Adjective_phrase_85,M2_Adjective_phrase_85,0,0,156439730,306940286,245250,296955608,46714759,0
5205,1,bell,M1_Noun_phrase_1syll_183,F1_Noun_phrase_1syll_183,0,0,0,941501,134256908,50806008,183717002,24659568,77118403
5206,1,bell,M2_Noun_single_1syll_183,F1_Noun_single_1syll_183,0,0,0,941501,134256908,50806008,183717002,24659568,77118403
