2117,blind,108836180,385034629,292770311,118151752,169771781,7044712,2117_blind_F.wav,2117_blind_M.wav
2118,woollen,256583503,143797783,372467806,293864924,94219717,172661405,2118_woollen_F.wav,2118_woollen_M.wav
2119,shiny,352350347,88505743,314301254,376143448,324619856,173123312,2119_shiny_F.wav,2119_shiny_M.wav
2120,tall,410939206,241869655,404498128,142243774,260892737,122789017,2120_tall_F.wav,2120_tall_M.wav
2121,last,305326820,350247149,220045237,167580314,321495263,362619308,2121_last_F.wav,2121_last_M.wav
2122,wrong,409504549,257708962,409504522,408763213,278452943,346496468,2122_wrong_F.wav,2122_wrong_M.wav
2123,red,406131190,346308248,116404093,349416518,262323596,163888526,2123_red_F.wav,2123_red_M.wav
2124,quick,319450784,355786016,147733145,408650482,40020424,107409017,2124_quick_F.wav,2124_quick_M.wav
2125,she,9012,100479402,97224845,7001,7002,7003,2125_she_F.wav,2125_she_M.wav
2126,his,9007,9011,25024764,7010,7011,7012,2126_his_F.wav,2126_his_M.wav
2127,below,105689792,98200569,9002,98200574,9003,9004,2127_below_F.wav,2127_below_M.wav
2128,on,21162908,100727278,122886253,28770782,140969903,4899851,2128_on_F.wav,2128_on_M.wav
